resource_id,building_id,name,type,building_type,room_id,room_type,capacity,floor,projector,computers,air_conditioned,status,cost_per_hour,faculty_id,department,max_hours_per_day,student_id,year,course_id,student_count,requires_projector,requires_computer,course_level,equipment_id,equipment_type,replacement_cost,source_priority,data_quality_score,last_observed_at,fusion_status,capabilities
STU_S0480,,Student 0480,student,,,,,,,,,,,,ECE,,S0480,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0481,,Student 0481,student,,,,,,,,,,,,AI-DS,,S0481,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0482,,Student 0482,student,,,,,,,,,,,,ECE,,S0482,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0483,,Student 0483,student,,,,,,,,,,,,ECE,,S0483,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0484,,Student 0484,student,,,,,,,,,,,,ME,,S0484,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0485,,Student 0485,student,,,,,,,,,,,,AI-DS,,S0485,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0486,,Student 0486,student,,,,,,,,,,,,CSE,,S0486,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0487,,Student 0487,student,,,,,,,,,,,,AI-DS,,S0487,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0488,,Student 0488,student,,,,,,,,,,,,AI-DS,,S0488,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0489,,Student 0489,student,,,,,,,,,,,,CE,,S0489,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0490,,Student 0490,student,,,,,,,,,,,,EEE,,S0490,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0491,,Student 0491,student,,,,,,,,,,,,AI-DS,,S0491,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0492,,Student 0492,student,,,,,,,,,,,,MBA,,S0492,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0493,,Student 0493,student,,,,,,,,,,,,CE,,S0493,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0494,,Student 0494,student,,,,,,,,,,,,CSE,,S0494,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0495,,Student 0495,student,,,,,,,,,,,,MBA,,S0495,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0496,,Student 0496,student,,,,,,,,,,,,ECE,,S0496,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0497,,Student 0497,student,,,,,,,,,,,,CSE,,S0497,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0498,,Student 0498,student,,,,,,,,,,,,CE,,S0498,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0499,,Student 0499,student,,,,,,,,,,,,ME,,S0499,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0500,,Student 0500,student,,,,,,,,,,,,CE,,S0500,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0501,,Student 0501,student,,,,,,,,,,,,CSE,,S0501,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0502,,Student 0502,student,,,,,,,,,,,,ME,,S0502,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0503,,Student 0503,student,,,,,,,,,,,,CE,,S0503,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0504,,Student 0504,student,,,,,,,,,,,,MBA,,S0504,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0505,,Student 0505,student,,,,,,,,,,,,MBA,,S0505,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0506,,Student 0506,student,,,,,,,,,,,,ECE,,S0506,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0507,,Student 0507,student,,,,,,,,,,,,AI-DS,,S0507,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0508,,Student 0508,student,,,,,,,,,,,,ME,,S0508,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0509,,Student 0509,student,,,,,,,,,,,,AI-DS,,S0509,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0510,,Student 0510,student,,,,,,,,,,,,ECE,,S0510,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0511,,Student 0511,student,,,,,,,,,,,,MBA,,S0511,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0512,,Student 0512,student,,,,,,,,,,,,ME,,S0512,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0513,,Student 0513,student,,,,,,,,,,,,MBA,,S0513,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0514,,Student 0514,student,,,,,,,,,,,,CE,,S0514,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0515,,Student 0515,student,,,,,,,,,,,,EEE,,S0515,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0516,,Student 0516,student,,,,,,,,,,,,ECE,,S0516,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0517,,Student 0517,student,,,,,,,,,,,,AI-DS,,S0517,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0518,,Student 0518,student,,,,,,,,,,,,EEE,,S0518,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0519,,Student 0519,student,,,,,,,,,,,,MBA,,S0519,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0520,,Student 0520,student,,,,,,,,,,,,EEE,,S0520,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0521,,Student 0521,student,,,,,,,,,,,,AI-DS,,S0521,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0522,,Student 0522,student,,,,,,,,,,,,ECE,,S0522,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0523,,Student 0523,student,,,,,,,,,,,,CE,,S0523,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0524,,Student 0524,student,,,,,,,,,,,,CE,,S0524,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0525,,Student 0525,student,,,,,,,,,,,,CE,,S0525,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0526,,Student 0526,student,,,,,,,,,,,,ECE,,S0526,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0527,,Student 0527,student,,,,,,,,,,,,MBA,,S0527,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0528,,Student 0528,student,,,,,,,,,,,,MBA,,S0528,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0529,,Student 0529,student,,,,,,,,,,,,CSE,,S0529,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0530,,Student 0530,student,,,,,,,,,,,,AI-DS,,S0530,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0531,,Student 0531,student,,,,,,,,,,,,AI-DS,,S0531,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0532,,Student 0532,student,,,,,,,,,,,,MBA,,S0532,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0533,,Student 0533,student,,,,,,,,,,,,CE,,S0533,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0534,,Student 0534,student,,,,,,,,,,,,ME,,S0534,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0535,,Student 0535,student,,,,,,,,,,,,AI-DS,,S0535,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0536,,Student 0536,student,,,,,,,,,,,,ME,,S0536,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0537,,Student 0537,student,,,,,,,,,,,,MBA,,S0537,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0538,,Student 0538,student,,,,,,,,,,,,EEE,,S0538,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0539,,Student 0539,student,,,,,,,,,,,,CSE,,S0539,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0540,,Student 0540,student,,,,,,,,,,,,ECE,,S0540,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0541,,Student 0541,student,,,,,,,,,,,,ME,,S0541,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0542,,Student 0542,student,,,,,,,,,,,,ME,,S0542,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0543,,Student 0543,student,,,,,,,,,,,,EEE,,S0543,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0544,,Student 0544,student,,,,,,,,,,,,EEE,,S0544,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0545,,Student 0545,student,,,,,,,,,,,,AI-DS,,S0545,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0546,,Student 0546,student,,,,,,,,,,,,ME,,S0546,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0547,,Student 0547,student,,,,,,,,,,,,MBA,,S0547,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0548,,Student 0548,student,,,,,,,,,,,,CE,,S0548,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0549,,Student 0549,student,,,,,,,,,,,,EEE,,S0549,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0550,,Student 0550,student,,,,,,,,,,,,ME,,S0550,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0551,,Student 0551,student,,,,,,,,,,,,EEE,,S0551,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0552,,Student 0552,student,,,,,,,,,,,,ECE,,S0552,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0553,,Student 0553,student,,,,,,,,,,,,CSE,,S0553,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0554,,Student 0554,student,,,,,,,,,,,,EEE,,S0554,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0555,,Student 0555,student,,,,,,,,,,,,MBA,,S0555,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0556,,Student 0556,student,,,,,,,,,,,,ECE,,S0556,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0557,,Student 0557,student,,,,,,,,,,,,MBA,,S0557,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0558,,Student 0558,student,,,,,,,,,,,,CE,,S0558,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0559,,Student 0559,student,,,,,,,,,,,,ECE,,S0559,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0560,,Student 0560,student,,,,,,,,,,,,ME,,S0560,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0561,,Student 0561,student,,,,,,,,,,,,ME,,S0561,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0562,,Student 0562,student,,,,,,,,,,,,ME,,S0562,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0563,,Student 0563,student,,,,,,,,,,,,CSE,,S0563,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0564,,Student 0564,student,,,,,,,,,,,,CE,,S0564,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0565,,Student 0565,student,,,,,,,,,,,,ECE,,S0565,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0566,,Student 0566,student,,,,,,,,,,,,CE,,S0566,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0567,,Student 0567,student,,,,,,,,,,,,CSE,,S0567,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0568,,Student 0568,student,,,,,,,,,,,,EEE,,S0568,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0569,,Student 0569,student,,,,,,,,,,,,CE,,S0569,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0570,,Student 0570,student,,,,,,,,,,,,EEE,,S0570,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0571,,Student 0571,student,,,,,,,,,,,,MBA,,S0571,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0572,,Student 0572,student,,,,,,,,,,,,ME,,S0572,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0573,,Student 0573,student,,,,,,,,,,,,EEE,,S0573,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0574,,Student 0574,student,,,,,,,,,,,,MBA,,S0574,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0575,,Student 0575,student,,,,,,,,,,,,EEE,,S0575,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0576,,Student 0576,student,,,,,,,,,,,,ME,,S0576,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0577,,Student 0577,student,,,,,,,,,,,,CE,,S0577,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0578,,Student 0578,student,,,,,,,,,,,,EEE,,S0578,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0579,,Student 0579,student,,,,,,,,,,,,CSE,,S0579,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0580,,Student 0580,student,,,,,,,,,,,,CE,,S0580,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0581,,Student 0581,student,,,,,,,,,,,,MBA,,S0581,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0582,,Student 0582,student,,,,,,,,,,,,MBA,,S0582,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0583,,Student 0583,student,,,,,,,,,,,,ECE,,S0583,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0584,,Student 0584,student,,,,,,,,,,,,ME,,S0584,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0585,,Student 0585,student,,,,,,,,,,,,MBA,,S0585,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0586,,Student 0586,student,,,,,,,,,,,,CE,,S0586,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0587,,Student 0587,student,,,,,,,,,,,,MBA,,S0587,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0588,,Student 0588,student,,,,,,,,,,,,ECE,,S0588,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0589,,Student 0589,student,,,,,,,,,,,,CE,,S0589,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0590,,Student 0590,student,,,,,,,,,,,,CSE,,S0590,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0591,,Student 0591,student,,,,,,,,,,,,ECE,,S0591,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0592,,Student 0592,student,,,,,,,,,,,,MBA,,S0592,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0593,,Student 0593,student,,,,,,,,,,,,CE,,S0593,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0594,,Student 0594,student,,,,,,,,,,,,ECE,,S0594,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0595,,Student 0595,student,,,,,,,,,,,,EEE,,S0595,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0596,,Student 0596,student,,,,,,,,,,,,ECE,,S0596,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0597,,Student 0597,student,,,,,,,,,,,,CE,,S0597,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0598,,Student 0598,student,,,,,,,,,,,,CE,,S0598,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0599,,Student 0599,student,,,,,,,,,,,,CE,,S0599,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0600,,Student 0600,student,,,,,,,,,,,,AI-DS,,S0600,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0601,,Student 0601,student,,,,,,,,,,,,ME,,S0601,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0602,,Student 0602,student,,,,,,,,,,,,EEE,,S0602,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0603,,Student 0603,student,,,,,,,,,,,,AI-DS,,S0603,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0604,,Student 0604,student,,,,,,,,,,,,ME,,S0604,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0605,,Student 0605,student,,,,,,,,,,,,MBA,,S0605,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0606,,Student 0606,student,,,,,,,,,,,,CE,,S0606,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0607,,Student 0607,student,,,,,,,,,,,,EEE,,S0607,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0608,,Student 0608,student,,,,,,,,,,,,AI-DS,,S0608,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0609,,Student 0609,student,,,,,,,,,,,,CE,,S0609,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0610,,Student 0610,student,,,,,,,,,,,,ECE,,S0610,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0611,,Student 0611,student,,,,,,,,,,,,ECE,,S0611,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0612,,Student 0612,student,,,,,,,,,,,,CSE,,S0612,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0613,,Student 0613,student,,,,,,,,,,,,ECE,,S0613,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0614,,Student 0614,student,,,,,,,,,,,,ME,,S0614,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0615,,Student 0615,student,,,,,,,,,,,,ME,,S0615,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0616,,Student 0616,student,,,,,,,,,,,,ME,,S0616,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0617,,Student 0617,student,,,,,,,,,,,,ME,,S0617,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0618,,Student 0618,student,,,,,,,,,,,,MBA,,S0618,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0619,,Student 0619,student,,,,,,,,,,,,AI-DS,,S0619,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0620,,Student 0620,student,,,,,,,,,,,,CE,,S0620,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0621,,Student 0621,student,,,,,,,,,,,,CE,,S0621,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0622,,Student 0622,student,,,,,,,,,,,,AI-DS,,S0622,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0623,,Student 0623,student,,,,,,,,,,,,CE,,S0623,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0624,,Student 0624,student,,,,,,,,,,,,EEE,,S0624,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0625,,Student 0625,student,,,,,,,,,,,,ME,,S0625,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0626,,Student 0626,student,,,,,,,,,,,,CE,,S0626,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0627,,Student 0627,student,,,,,,,,,,,,AI-DS,,S0627,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0628,,Student 0628,student,,,,,,,,,,,,CE,,S0628,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0629,,Student 0629,student,,,,,,,,,,,,ECE,,S0629,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0630,,Student 0630,student,,,,,,,,,,,,EEE,,S0630,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0631,,Student 0631,student,,,,,,,,,,,,ECE,,S0631,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0632,,Student 0632,student,,,,,,,,,,,,MBA,,S0632,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0633,,Student 0633,student,,,,,,,,,,,,AI-DS,,S0633,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0634,,Student 0634,student,,,,,,,,,,,,AI-DS,,S0634,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0635,,Student 0635,student,,,,,,,,,,,,EEE,,S0635,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0636,,Student 0636,student,,,,,,,,,,,,EEE,,S0636,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0637,,Student 0637,student,,,,,,,,,,,,EEE,,S0637,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0638,,Student 0638,student,,,,,,,,,,,,CE,,S0638,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0639,,Student 0639,student,,,,,,,,,,,,ME,,S0639,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0640,,Student 0640,student,,,,,,,,,,,,MBA,,S0640,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0641,,Student 0641,student,,,,,,,,,,,,EEE,,S0641,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0642,,Student 0642,student,,,,,,,,,,,,EEE,,S0642,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0643,,Student 0643,student,,,,,,,,,,,,EEE,,S0643,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0644,,Student 0644,student,,,,,,,,,,,,AI-DS,,S0644,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0645,,Student 0645,student,,,,,,,,,,,,AI-DS,,S0645,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0646,,Student 0646,student,,,,,,,,,,,,ECE,,S0646,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0647,,Student 0647,student,,,,,,,,,,,,MBA,,S0647,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0648,,Student 0648,student,,,,,,,,,,,,CE,,S0648,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0649,,Student 0649,student,,,,,,,,,,,,ECE,,S0649,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0650,,Student 0650,student,,,,,,,,,,,,CE,,S0650,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0651,,Student 0651,student,,,,,,,,,,,,ECE,,S0651,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0652,,Student 0652,student,,,,,,,,,,,,AI-DS,,S0652,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0653,,Student 0653,student,,,,,,,,,,,,AI-DS,,S0653,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0654,,Student 0654,student,,,,,,,,,,,,CSE,,S0654,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0655,,Student 0655,student,,,,,,,,,,,,ME,,S0655,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0656,,Student 0656,student,,,,,,,,,,,,AI-DS,,S0656,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0657,,Student 0657,student,,,,,,,,,,,,CSE,,S0657,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0658,,Student 0658,student,,,,,,,,,,,,CSE,,S0658,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0659,,Student 0659,student,,,,,,,,,,,,ME,,S0659,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0660,,Student 0660,student,,,,,,,,,,,,ME,,S0660,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0661,,Student 0661,student,,,,,,,,,,,,MBA,,S0661,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0662,,Student 0662,student,,,,,,,,,,,,EEE,,S0662,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0663,,Student 0663,student,,,,,,,,,,,,AI-DS,,S0663,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0664,,Student 0664,student,,,,,,,,,,,,MBA,,S0664,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0665,,Student 0665,student,,,,,,,,,,,,AI-DS,,S0665,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0666,,Student 0666,student,,,,,,,,,,,,CE,,S0666,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0667,,Student 0667,student,,,,,,,,,,,,ECE,,S0667,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0668,,Student 0668,student,,,,,,,,,,,,MBA,,S0668,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0669,,Student 0669,student,,,,,,,,,,,,CSE,,S0669,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0670,,Student 0670,student,,,,,,,,,,,,MBA,,S0670,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0671,,Student 0671,student,,,,,,,,,,,,ECE,,S0671,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
